lambda_um,energy_eV,eps1,eps2,n,k,alpha_m_inv,alpha_cm_inv,material,model
1.269,0.9770228400315208,-1.959464487329309,0.48612576819359243,0.17233886307672058,1.4103776696530208,13966373.91889369,139663.7391889369,Ge,AdachiGeSkeleton
1.2705,0.9758693301849665,-1.9810575187132695,0.4923780146498674,0.17359681093379284,1.4181654950955662,14026913.186829634,140269.13186829633,Ge,AdachiGeSkeleton
1.272,0.974718540880503,-2.002867129707565,0.49873609640021693,0.17487361191122636,1.4259901506849346,14087673.526676705,140876.73526676706,Ge,AdachiGeSkeleton
1.2734999999999999,0.9735704625049078,-2.0248964627806614,0.5052022924169489,0.17616958215896406,1.4338522184865234,14148659.900842372,141486.5990084237,Ge,AdachiGeSkeleton
1.275,0.972425085490196,-2.047148718483375,0.5117789418510027,0.17748504583879515,1.441752288009204,14209877.321744287,142098.77321744288,Ge,AdachiGeSkeleton
1.2765,0.9712824003133568,-2.069627156714009,0.5184684459125594,0.17882033533651726,1.449690956391697,14271330.853351247,142713.30853351246,Ge,AdachiGeSkeleton
1.278,0.9701423974960875,-2.0923350980134057,0.525273269819452,0.18017579148164414,1.4576688285922295,14333025.612745501,143330.256127455,Ge,AdachiGeSkeleton
1.2794999999999999,0.9690050676045331,-2.115275924890516,0.5321959448161135,0.18155176377492535,1.4656865175815403,14394966.771706995,143949.66771706994,Ge,AdachiGeSkeleton
1.281,0.9678704012490242,-2.1384530831792414,0.5392390702659723,0.18294861062396423,1.473744644539372,14457159.558320664,144571.59558320662,Ge,AdachiGeSkeleton
1.2825,0.9667383890838206,-2.16187008342712,0.5464053158202807,0.18436669958722335,1.4818438390545088,14519609.258607222,145196.09258607222,Ge,AdachiGeSkeleton
1.284,0.9656090218068535,-2.185530502316662,0.5536974236665629,0.1858064076267323,1.4899847393284984,14582321.218178548,145823.2121817855,Ge,AdachiGeSkeleton
1.2854999999999999,0.9644822901594711,-2.209437984119963,0.5611182108599646,0.18726812136981727,1.4981679923831452,14645300.843918348,146453.00843918347,Ge,AdachiGeSkeleton
1.287,0.9633581849261849,-2.2335962421873026,0.5686705717409581,0.1887522373801894,1.506394254271879,14708553.605688918,147085.5360568892,Ge,AdachiGeSkeleton
1.2885,0.9622366969344198,-2.258009060470395,0.5763574804430002,0.19025916243874239,1.514664190295092,14772085.038064707,147720.85038064708,Ge,AdachiGeSkeleton
1.29,0.9611178170542635,-2.2826802950810876,0.5841819934939527,0.19178931383443382,1.5229784752195845,14835900.74209374,148359.0074209374,Ge,AdachiGeSkeleton
1.2914999999999999,0.9600015361982192,-2.307613875886081,0.5921472525151789,0.19334311966562745,1.5313377935021777,14900006.387087403,149000.06387087403,Ge,AdachiGeSkeleton
1.293,0.9588878453209589,-2.3328138081384866,0.6002564870224916,0.19492101915230656,1.5397428395176451,14964407.712439664,149644.07712439663,Ge,AdachiGeSkeleton
1.2945,0.9577767354190807,-2.3582841741467964,0.6085130173332468,0.19652346295957135,1.5481943177910253,15029110.529476238,150291.10529476238,Ge,AdachiGeSkeleton
1.296,0.9566681975308641,-2.384029134982074,0.6169202575841596,0.19815091353286884,1.556692943234466,15094120.72333479,150941.2072333479,Ge,AdachiGeSkeleton
1.2974999999999999,0.9555622227360309,-2.410052932223939,0.6254817188645602,0.19980384544540913,1.5652394413886688,15159444.254876714,151594.44254876714,Ge,AdachiGeSkeleton
1.299,0.9544588021555042,-2.436359889746102,0.6342010124700943,0.2014827457582538,1.573834548669074,15225087.162631473,152250.87162631474,Ge,AdachiGeSkeleton
1.3005,0.9533579269511726,-2.462954415541998,0.6430818532820513,0.20318811439357537,1.5824790126168544,15291055.564773979,152910.5556477398,Ge,AdachiGeSkeleton
1.302,0.9522595883256527,-2.489841003591291,0.6521280632778282,0.20492046452162152,1.5911735921548749,15357355.661136212,153573.55661136212,Ge,AdachiGeSkeleton
1.3034999999999999,0.951163777522056,-2.5170242357677064,0.661343575178207,0.20668032296192693,1.5999190578486628,15423993.73525328,154239.9373525328,Ge,AdachiGeSkeleton
1.305,0.9500704858237548,-2.544508783788955,0.6707324362375029,0.2084682305993586,1.6087161921725606,15490976.15644525,154909.7615644525,Ge,AdachiGeSkeleton
1.3065,0.9489797045541523,-2.5722994112091198,0.6802988121828227,0.21028474281558818,1.617565789781095,15558309.38193482,155583.0938193482,Ge,AdachiGeSkeleton
1.3079999999999998,0.9478914250764526,-2.6004009754542143,0.6900469913090905,0.21213042993663292,1.6264686577857304,15625999.95900215,156259.9995900215,Ge,AdachiGeSkeleton
1.3094999999999999,0.9468056387934326,-2.6288184299012793,0.6999813887367288,0.21400587769712023,1.635425616037059,15694054.52717705,156940.5452717705,Ge,AdachiGeSkeleton
1.311,0.9457223371472159,-2.657556826001494,0.7101065508392699,0.21591168772196942,1.644437497412548,15762479.820469398,157624.79820469397,Ge,AdachiGeSkeleton
1.3125,0.9446415116190475,-2.68662131544774,0.7204271598485361,0.21784847802621865,1.6535051481099416,15831282.669638386,158312.82669638385,Ge,AdachiGeSkeleton
1.314,0.9435631537290714,-2.716017152386866,0.73094803864536,0.21981688353375112,1.6626294279463951,15900470.00450105,159004.7000450105,Ge,AdachiGeSkeleton
1.3155,0.942487255036108,-2.7457496956770178,0.7416741557442778,0.2218175566157223,1.671811210663449,15970048.856280807,159700.48856280808,Ge,AdachiGeSkeleton
1.317,0.9414138071374335,-2.7758244111901806,0.7526106304809927,0.22385116764951743,1.6810513842379218,16040026.359996382,160400.26359996383,Ge,AdachiGeSkeleton
1.3185,0.9403428016685627,-2.806246874160007,0.7637627384118536,0.22591840559910956,1.6903508511987833,16110409.75689147,161104.0975689147,Ge,AdachiGeSkeleton
1.3199999999999998,0.9392742303030304,-2.8370227715750636,0.7751359169351163,0.22801997861774237,1.6997105289501209,16181206.396905825,161812.06396905825,Ge,AdachiGeSkeleton
1.3215,0.9382080847521755,-2.868157904617333,0.7867357711441688,0.23015661467388854,1.7091313501002425,16252423.741187824,162524.23741187825,Ge,AdachiGeSkeleton
1.323,0.9371443567649281,-2.8996581911457553,0.7985680799234518,0.23232906220149022,1.7186142627969718,16324069.364648843,163240.69364648842,Ge,AdachiGeSkeleton
1.3245,0.9360830381275952,-2.9315296682245617,0.8106388022983766,0.2345380907755394,1.7281602310692135,16396150.9585597,163961.509585597,Ge,AdachiGeSkeleton
1.3259999999999998,0.9350241206636501,-2.9637784946958834,0.8229540840510815,0.23678449181410127,1.737770235174819,16468676.333189197,164686.76333189197,Ge,AdachiGeSkeleton
1.3275,0.9339675962335217,-2.9964109537960453,0.8355202646144995,0.23906907930794136,1.7474452719548021,16541653.420484899,165416.53420484898,Ge,AdachiGeSkeleton
1.329,0.9329134567343867,-3.02943345581464,0.8483438842578038,0.24139269057896706,1.7571863551938913,16615090.276795648,166150.9027679565,Ge,AdachiGeSkeleton
1.3305,0.9318616940999623,-3.062852540795563,0.8614316915770772,0.24375618706877056,1.7669945159874914,16688995.085636241,166889.9508563624,Ge,AdachiGeSkeleton
1.3319999999999999,0.9308123003003004,-3.0966748812786338,0.874790651305633,0.24616045515860138,1.776870803114994,16763376.160493279,167633.76160493278,Ge,AdachiGeSkeleton
1.3335,0.9297652673415823,-3.1309072850804887,0.8884279524592936,0.24860640702218395,1.7868162834194703,16838241.94767222,168382.41947672222,Ge,AdachiGeSkeleton
1.335,0.9287205872659176,-3.165556698112895,0.9023510168326043,0.25109498151284393,1.7968320421936579,16913601.029184543,169136.01029184542,Ge,AdachiGeSkeleton
1.3365,0.927678252151141,-3.2006302072366637,0.9165675078629432,0.25362714508650724,1.8069191835722471,16989462.12567464,169894.62125674638,Ge,AdachiGeSkeleton
1.3379999999999999,0.9266382541106128,-3.2361350431486935,0.9310853398802305,0.2562038927621853,1.8170788309303454,17065834.099385064,170658.34099385064,Ge,AdachiGeSkeleton
1.3395,0.9256005852930198,-3.272078583299601,0.9459126877609951,0.25882624912166513,1.8273121272880535,17142725.9571592,171427.25957159197,Ge,AdachiGeSkeleton
1.341,0.9245652378821774,-3.308468354838807,0.9610579970064589,0.26149526935019246,1.837620235721009,17220146.853479687,172201.46853479688,Ge,AdachiGeSkeleton
1.3425,0.9235322040968341,-3.345312037583664,0.976529994265405,0.26421204032003787,1.8480043397767607,17298106.093541086,172981.06093541085,Ge,AdachiGeSkeleton
1.3439999999999999,0.9225014761904762,-3.382617467008679,0.9923376983236738,0.26697768171892716,1.858465643896785,17376613.13635466,173766.1313635466,Ge,AdachiGeSkeleton
1.3455,0.9214730464511334,-3.420392637250437,1.0084904315833132,0.2697933472254211,1.869005373843942,17455677.597883236,174556.77597883236,Ge,AdachiGeSkeleton
1.347,0.9204469072011877,-3.4586457041230982,1.0249978320555841,0.27266022573342624,1.8796247771350805,17535309.25420318,175353.0925420318,Ge,AdachiGeSkeleton
1.3485,0.919423050797182,-3.497384988139001,1.0418698658934298,0.2755795426281494,1.8903251234785357,17615518.044690803,176155.18044690802,Ge,AdachiGeSkeleton
1.3499999999999999,0.9184014696296297,-3.5366189775280414,1.059116840490315,0.27855256111591215,1.9011077052161658,17696314.075229798,176963.14075229797,Ge,AdachiGeSkeleton
1.3515,0.9173821561228265,-3.5763563312487525,1.0767494181737987,0.2815805836103694,1.9119738377695203,17777707.62143576,177777.07621435763,Ge,AdachiGeSkeleton
1.353,0.9163651027346637,-3.6166058819832907,1.0947786305237701,0.28466495317781104,1.9229248600897062,17859709.131893575,178597.09131893574,Ge,AdachiGeSkeleton
1.3544999999999998,0.9153503019564415,-3.6573766391076337,1.1132158933469143,0.28780705504436915,1.9339621351104437,17942329.231402885,179423.29231402886,Ge,AdachiGeSkeleton
1.3559999999999999,0.9143377463126844,-3.698677791627264,1.132073022340634,0.29100831816808775,1.945087050203739,18025578.724226277,180255.78724226277,Ge,AdachiGeSkeleton
1.3575,0.9133274283609576,-3.7405187110675424,1.151362249481511,0.29427021687897853,1.9563010176375066,18109468.597334,181094.68597334,Ge,AdachiGeSkeleton
1.359,0.912319340691685,-3.782908954306934,1.171096240175314,0.29759427259034604,1.9676054750344418,18194010.02363873,181940.10023638728,Ge,AdachiGeSkeleton
1.3605,0.9113134759279675,-3.8258582663398055,1.1912881112075562,0.3009820555848378,1.9790018858313096,18279214.365212757,182792.14365212756,Ge,AdachiGeSkeleton
1.3619999999999999,0.9103098267254038,-3.8693765829541955,1.2119514495357517,0.3044351868788555,1.990491739737736,18365093.176479407,183650.93176479408,Ge,AdachiGeSkeleton
1.3635,0.9093083857719105,-3.913474033308481,1.2331003319668252,0.3079553401691637,2.002076553193505,18451658.207369536,184516.58207369538,Ge,AdachiGeSkeleton
1.365,0.9083091457875457,-3.9581609423889765,1.254749345765421,0.31154424386572055,2.013757869823192,18538921.406432737,185389.21406432736,Ge,AdachiGeSkeleton
1.3664999999999998,0.9073120995243322,-4.003447833328944,1.2769136102414982,0.3152036832149868,2.025537260886908,18626894.92389229,186268.94923892288,Ge,AdachiGeSkeleton
1.3679999999999999,0.9063172397660819,-4.049345429567272,1.29960879936819,0.3189355025181851,2.037416325725746,18715591.114631325,187155.91114631324,Ge,AdachiGeSkeleton
1.3695,0.905324559328222,-4.095864656822904,1.322851165483707,0.32274160744921637,2.0493966922003675,18805022.54109645,188050.2254109645,Ge,AdachiGeSkeleton
1.371,0.9043340510576221,-4.143016644858748,1.3466575641340908,0.326623967477205,2.061480017121024,18895201.976103783,188952.01976103784,Ge,AdachiGeSkeleton
1.3725,0.9033457078324225,-4.190812729006103,1.3710454801167111,0.3305846183988962,2.073667986667115,18986142.405530773,189861.42405530773,Ge,AdachiGeSkeleton
